ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2007-12-10,8.042184932891727,8.210488936317642,9.473093691707465,8.042184932891727,8.042184932891727,0.8030950809043707,0.8030950809043707,0.8030950809043707,0.3522872860811018,0.3522872860811018,0.3522872860811018,0.45080779482326866,0.45080779482326866,0.45080779482326866,0.0,0.0,0.0,8.845280013796097
2007-12-11,8.04063887768763,7.953774878726079,9.22487870205021,8.04063887768763,8.04063887768763,0.5531774654452469,0.5531774654452469,0.5531774654452469,0.11964282537826244,0.11964282537826244,0.11964282537826244,0.4335346400669845,0.4335346400669845,0.4335346400669845,0.0,0.0,0.0,8.593816343132877
2007-12-12,8.039092822483534,7.771249448494171,8.960930325937502,8.039092822483534,8.039092822483534,0.3505297448047111,0.3505297448047111,0.3505297448047111,-0.06666752883927957,-0.06666752883927957,-0.06666752883927957,0.4171972736439907,0.4171972736439907,0.4171972736439907,0.0,0.0,0.0,8.389622567288246
2007-12-13,8.037546767279437,7.780425863544433,8.97801233038556,8.037546767279437,8.037546767279437,0.3299898819290551,0.3299898819290551,0.3299898819290551,-0.07225015117453276,-0.07225015117453276,-0.07225015117453276,0.40224003310358786,0.40224003310358786,0.40224003310358786,0.0,0.0,0.0,8.367536649208493
2007-12-14,8.036000712075342,7.7539357514870195,8.958277411204353,8.036000712075342,8.036000712075342,0.31948604367587063,0.31948604367587063,0.31948604367587063,-0.06958318784199809,-0.06958318784199809,-0.06958318784199809,0.38906923151786876,0.38906923151786876,0.38906923151786876,0.0,0.0,0.0,8.355486755751214
2007-12-15,8.034454656871246,7.537981823557025,8.741720507295755,8.034454656871246,8.034454656871246,0.06632748498429161,0.06632748498429161,0.06632748498429161,-0.3117168011617541,-0.3117168011617541,-0.3117168011617541,0.3780442861460457,0.3780442861460457,0.3780442861460457,0.0,0.0,0.0,8.100782141855538
2007-12-16,8.032908601667149,7.808806171449241,9.070437525173515,8.032908601667149,8.032908601667149,0.4177579965494112,0.4177579965494112,0.4177579965494112,0.04828755755957468,0.04828755755957468,0.04828755755957468,0.3694704389898365,0.3694704389898365,0.3694704389898365,0.0,0.0,0.0,8.45066659821656
2007-12-17,8.031362546463052,8.075606842173851,9.401426683808843,8.031362546463052,8.031362546463052,0.7158805244128562,0.7158805244128562,0.7158805244128562,0.35228728608098836,0.35228728608098836,0.35228728608098836,0.3635932383318678,0.3635932383318678,0.3635932383318678,0.0,0.0,0.0,8.747243070875909
2007-12-18,8.029816491258956,7.895891599073101,9.126527582588878,8.029816491258956,8.029816491258956,0.4802377182358241,0.4802377182358241,0.4802377182358241,0.11964282537792213,0.11964282537792213,0.11964282537792213,0.3605948928579021,0.3605948928579021,0.3605948928579021,0.0,0.0,0.0,8.510054209494779
2007-12-19,8.02827043605486,7.7042821144216855,8.949463938920854,8.02827043605486,8.02827043605486,0.29392502097322504,0.29392502097322504,0.29392502097322504,-0.06666752883947788,-0.06666752883947788,-0.06666752883947788,0.3605925498127029,0.3605925498127029,0.3605925498127029,0.0,0.0,0.0,8.322195457028085
2007-12-20,8.026724380850764,7.746648246729361,8.915646971328256,8.026724380850764,8.026724380850764,0.2913883365394652,0.2913883365394652,0.2913883365394652,-0.07225015117441458,-0.07225015117441458,-0.07225015117441458,0.3636384877138798,0.3636384877138798,0.3636384877138798,0.0,0.0,0.0,8.31811271739023
2007-12-21,8.025178325646669,7.685674380753822,8.974167426600435,8.025178325646669,8.025178325646669,0.30013896650803845,0.30013896650803845,0.30013896650803845,-0.06958318784211577,-0.06958318784211577,-0.06958318784211577,0.36972215435015426,0.36972215435015426,0.36972215435015426,0.0,0.0,0.0,8.325317292154708
2007-12-22,8.023632270442572,7.424301869081287,8.737840509140929,8.023632270442572,8.023632270442572,0.06705712281143286,0.06705712281143286,0.06705712281143286,-0.31171680116175915,-0.31171680116175915,-0.31171680116175915,0.378773923973192,0.378773923973192,0.378773923973192,0.0,0.0,0.0,8.090689393254005
2007-12-23,8.022086215238476,7.873531702504255,9.102468500863463,8.022086215238476,8.022086215238476,0.43895795307119684,0.43895795307119684,0.43895795307119684,0.04828755755890075,0.04828755755890075,0.04828755755890075,0.39067039551229615,0.39067039551229615,0.39067039551229615,0.0,0.0,0.0,8.461044168309673
2007-12-24,8.020540160034379,8.190118668247408,9.363251237858286,8.020540160034379,8.020540160034379,0.7575282939744213,0.7575282939744213,0.7575282939744213,0.35228728608110793,0.35228728608110793,0.35228728608110793,0.40524100789331335,0.40524100789331335,0.40524100789331335,0.0,0.0,0.0,8.7780684540088
2007-12-25,8.018994104830282,7.961462941446379,9.140369239090951,8.018994104830282,8.018994104830282,0.5419185359051327,0.5419185359051327,0.5419185359051327,0.11964282537758177,0.11964282537758177,0.11964282537758177,0.4222757105275509,0.4222757105275509,0.4222757105275509,0.0,0.0,0.0,8.560912640735415
2007-12-26,8.017448049626186,7.704194225406509,8.959540339753074,8.017448049626186,8.017448049626186,0.37486586905878616,0.37486586905878616,0.37486586905878616,-0.06666752883945919,-0.06666752883945919,-0.06666752883945919,0.44153339789824536,0.44153339789824536,0.44153339789824536,0.0,0.0,0.0,8.392313918684971
2007-12-27,8.01590199442209,7.812226706135229,9.058053193781802,8.01590199442209,8.01590199442209,0.3905006466024771,0.3905006466024771,0.3905006466024771,-0.0722501511746794,-0.0722501511746794,-0.0722501511746794,0.46275079777715644,0.46275079777715644,0.46275079777715644,0.0,0.0,0.0,8.406402641024568
2007-12-28,8.014355939217994,7.7692739958305435,9.017825758190783,8.014355939217994,8.014355939217994,0.41606830567936925,0.41606830567936925,0.41606830567936925,-0.06958318784183201,-0.06958318784183201,-0.06958318784183201,0.48565149352120124,0.48565149352120124,0.48565149352120124,0.0,0.0,0.0,8.430424244897363
2007-12-29,8.012809884013897,7.622145799254184,8.85547290377121,8.012809884013897,8.012809884013897,0.19823796119081782,0.19823796119081782,0.19823796119081782,-0.31171680116168266,-0.31171680116168266,-0.31171680116168266,0.5099547623525005,0.5099547623525005,0.5099547623525005,0.0,0.0,0.0,8.211047845204716
2007-12-30,8.0112638288098,8.040530651669474,9.211934993892616,8.0112638288098,8.0112638288098,0.5836714809893757,0.5836714809893757,0.5836714809893757,0.04828755755917682,0.04828755755917682,0.04828755755917682,0.5353839234301988,0.5353839234301988,0.5353839234301988,0.0,0.0,0.0,8.594935309799176
2007-12-31,8.009717773605704,8.292850961906083,9.552280109051637,8.009717773605704,8.009717773605704,0.9139611975291639,0.9139611975291639,0.9139611975291639,0.35228728608122745,0.35228728608122745,0.35228728608122745,0.5616739114479367,0.5616739114479367,0.5616739114479367,0.0,0.0,0.0,8.923678971134867
2008-01-01,8.00817171840161,8.029248100290337,9.358083517662942,8.00817171840161,8.00817171840161,0.7082206480840072,0.7082206480840072,0.7082206480840072,0.11964282537755021,0.11964282537755021,0.11964282537755021,0.588577822706457,0.588577822706457,0.588577822706457,0.0,0.0,0.0,8.716392366485616
2008-01-02,8.006625663197513,7.951578814206096,9.147849991907748,8.006625663197513,8.006625663197513,0.5492046912370271,0.5492046912370271,0.5492046912370271,-0.06666752883957298,-0.06666752883957298,-0.06666752883957298,0.6158722200766,0.6158722200766,0.6158722200766,0.0,0.0,0.0,8.555830354434539
2008-01-03,8.005079607993418,7.92793120995098,9.169570348224655,8.005079607993418,8.005079607993418,0.5711108785290787,0.5711108785290787,0.5711108785290787,-0.07225015117464355,-0.07225015117464355,-0.07225015117464355,0.6433610297037223,0.6433610297037223,0.6433610297037223,0.0,0.0,0.0,8.576190486522496
2008-01-04,8.003533552789321,7.956432558410385,9.201317878255242,8.003533552789321,8.003533552789321,0.6012947263506323,0.6012947263506323,0.6012947263506323,-0.06958318784201836,-0.06958318784201836,-0.06958318784201836,0.6708779141926506,0.6708779141926506,0.6708779141926506,0.0,0.0,0.0,8.604828279139953
2008-01-05,8.001987497585224,7.775760261575738,8.995716684632738,8.001987497585224,8.001987497585224,0.38657026150920715,0.38657026150920715,0.38657026150920715,-0.31171680116160605,-0.31171680116160605,-0.31171680116160605,0.6982870626708132,0.6982870626708132,0.6982870626708132,0.0,0.0,0.0,8.388557759094432
2008-01-06,8.000441442381128,8.16800813912863,9.331642894547304,8.000441442381128,8.000441442381128,0.7737699533104235,0.7737699533104235,0.7737699533104235,0.048287557559755605,0.048287557559755605,0.048287557559755605,0.7254823957506679,0.7254823957506679,0.7254823957506679,0.0,0.0,0.0,8.774211395691552
2008-01-07,7.998895387177031,8.467228723757813,9.68241613582834,7.998895387177031,7.998895387177031,1.1046725272081588,1.1046725272081588,1.1046725272081588,0.3522872860808912,0.3522872860808912,0.3522872860808912,0.7523852411272677,0.7523852411272677,0.7523852411272677,0.0,0.0,0.0,9.10356791438519
2008-01-08,7.997349331972934,8.259770577025305,9.519366574914772,7.997349331972934,7.997349331972934,0.8985834168535366,0.8985834168535366,0.8985834168535366,0.11964282537795352,0.11964282537795352,0.11964282537795352,0.7789405914755831,0.7789405914755831,0.7789405914755831,0.0,0.0,0.0,8.895932748826471
